category,title_ar,title_en,slug,active_period,school
thinkers,فينسينتيا شرودر,Vincentia Schroeter,thk-vschroeter,,علم نفس الجسد
thinkers,ويليام أنتوني,William A. Anthony,thk-wanthony,1974-2017,br-psychiatric-vocational-rehab
thinkers,وين بينيت,Win Bennett,thk-wbennett,1990,br-single-session-therapy
thinkers,فالتَر بُويْتشات,Walter Boechat,thk-wboechat,,مدرسة التحليل النفسي
thinkers,بيل دوهرتي,William J. Doherty,thk-wdoherty,2011,Discernment Counseling (الاستشارة التمييزية)
thinkers,ناعيم أكبر,Na'im Akbar,thk-wdowling,1984-2020,علم النفس المتمركز حول أفريقيا
thinkers,ويندي دريدن,Windy Dryden,thk-wdryden,1985,br-single-session-therapy
thinkers,ويني دون,Winnie Dunn,thk-wdunn,1999,br-sensory-integration
thinkers,أدريان ويلز,Adrian Wells,thk-wells-adrian,1995,المعرفية السلوكية
thinkers,ويرنر إيرهارد,Werner Erhard,thk-werhard,1971-2009,EST / Landmark Forum
thinkers,إيروين ويكسبرغ,Erwin Wexberg,thk-wexberg,,علم النفس الفردي
thinkers,دانييل فيدلوشِر,Daniel Widlöcher,thk-widlocher,,التحليل النفسي
thinkers,مونيكا ويكمان,Monika Wikman,thk-wikman,,التحليل النفسي
thinkers,رافائيل ويلهيلم,Rafael Wilhelm,thk-wilhelm,,مدرسة التحليل النفسي
thinkers,وليام هدسون,William Hudson O'Hanlon,thk-william-hudson,1985,التنويم الإريكسوني
thinkers,دونالد وينيكوت,Donald Winnicott,thk-winnicott,,مدرسة التحليل النفسي
thinkers,فيرنر يانتساريك,Werner Janzarik,thk-wjanzarik,1952-2014,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian)
thinkers,فولفغانغ كولَر,Wolfgang Köhler,thk-wkohler,1913-1967,علم النفس الجشطالتي (برلين)
thinkers,وليام كروغر,William S. Kroger,thk-wkroger,1945-1996,التنويم المعرفي
thinkers,وليام ماسترز,William H. Masters,thk-wmasters,1957-2001,br-sex-therapy
thinkers,فولفغانغ ميتزغر,Wolfgang Metzger,thk-wmetzger,1930-1979,علم النفس الجشطالتي (برلين)
thinkers,فِرنَر مولَر,Werner Müller,thk-wmuller,,مدرسة التحليل النفسي
thinkers,إرنست وولف,Ernest Wolf,thk-wolf,,مدرسة التحليل النفسي
thinkers,ثيودور ب. وولف,Theodore P. Wolfe,thk-wolfe,,علم نفس الجسد
thinkers,وليام ريتشاردز,William A. Richards,thk-wrichards,1963,التنفس الهولوتروبي
thinkers,ويليام شوتز,William Schutz,thk-wschutz,1957-2002,حركة اللقاء الجماعي
thinkers,ويلِم سَبُولدِنغ,Wilma Spaulding,thk-wspaulding,1970-2010,br-psychiatric-rehabilitation
thinkers,وليام وايت,William L. White,thk-wwhite,1998,br-recovery-oriented
thinkers,وايات وودسمول,Wyatt Woodsmall,thk-wwood,1985-2010,البرمجة اللغوية العصبية (NLP)
thinkers,وي تشانغ,Wei Zhang,thk-wzhang,,مدرسة التحليل النفسي
thinkers,يفون دولان,Yvonne M. Dolan,thk-ydolan,1991,العلاج القصير المرتكز على الحل (SFBT)
thinkers,يونغ-هي كيم,Young-Hee Kim,thk-yhkim,,مدرسة التحليل النفسي
thinkers,تشو يي-هوا,Zhu Yihua,thk-yihuazhu,2005,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,يوشيموتو إيشين,Yoshimoto Ishin,thk-yishin,1950-2000,علاج نايكان
thinkers,ياسين محمد,Yasien Mohamed,thk-ymohamed,1995,علم النفس الإيجابي الإسلامي
thinkers,ياسوشي ناكاغامي,Yasushi Nakagami,thk-ynakagami,,مدرسة التحليل النفسي
thinkers,باراماهانزا يوغاناندا,Paramahansa Yogananda,thk-yogananda,1920-1952,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,جيفري يونغ,Jeffrey E. Young,thk-young-jeffrey,1990,المعرفية السلوكية
thinkers,يانيس ستافراكاكيس,Yannis Stavrakakis,thk-ystavrakakis,,التحليل النفسي
thinkers,إيڤاني إدمون,Yvani E. Edmon,thk-yvaniedmon,2000,طريقة فيلدنكرايس
thinkers,هوارد زير,Howard Zehr,thk-zehr,,br-restorative-justice
thinkers,تشانغ يالين,Zhang Yalin (Daniel Y. L. Zhang),thk-zhangyalin,2005,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,تشانغ يونغ تشيانغ,Zhang Yongqiang,thk-zhangyongqiang,2000,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,زبينيو ليبوفسكي,Zbigniew J. Lipowski,thk-zlipowski,1967-1997,علم النفس الطبي النفسي
thinkers,زوي مايو,Zoë Mailloux,thk-zmailloux,1990,التكامل الحسي (Sensory Integration)
thinkers,زيركا مورينو,Zerka T. Moreno,thk-zmoreno,1941-2016,علاج الدراما
thinkers,لويجي تسويا,Luigi Zoja,thk-zoja,,التحليل النفسي
thinkers,زيندل سيغال,Zindel V. Segal,thk-zsegal,1995,الموجة الثالثة
concepts,ABA للتوحد,Applied Behavior Analysis for Autism,con-aba-autism,1960,ABA للتوحد
concepts,الامتناع الكامل مقابل الحد من الضرر,Abstinence-based vs Harm Reduction,con-abstinence-vs-harm-reduction,1980,الامتناع الكامل مقابل الحد من الضرر (Abstinence-based vs Harm Reduction)
concepts,نزعة التحقق الذاتي (Actualizing Tendency),Actualizing Tendency,con-actualizing-tendency,,الإنسانية
concepts,النموذج الطبي للإدمان مقابل نموذج الإدمان كمرض مزمن,Medical vs Chronic Disease Model of Addiction,con-addiction-model-debate,1990,النموذج الطبي للإدمان مقابل نموذج الإدمان كمرض مزمن
concepts,الإدمان والبحث الروحي المشوه,Addiction as Thirst for Wholeness,con-addiction,1978,التحليل النفسي
concepts,العلاج التأكيدي (Affirmative Therapy),Affirmative Therapy,con-affirmative-therapy,1973,br-affirmative-therapy
concepts,أماي (الاعتمادية الحميمية والتكامل النفسي),Amae (The Anatomy of Dependence),con-amae,1971,التحليل النفسي
concepts,الأنيما والأنيموس,Anima and Animus,con-anima-animus,1951,التحليل النفسي
concepts,الممارسة المناهضة للقمع,Anti-Oppressive Practice,con-anti-oppressive-practice,1985,br-anti-oppressive
concepts,تحليل السلوك التطبيقي (ABA),Applied Behavior Analysis (ABA),con-applied-behavior-analysis,1968,br-aba-autism
concepts,الأركيتيب (النموذج الأصلي),The Archetype,con-archetype,1919,التحليل النفسي
concepts,الأفكار التلقائية,Automatic Thoughts,con-automatic-thought,1976,المعرفية السلوكية
concepts,الاستقلالية والهومونومي,Autonomy and Homonomy,con-autonomy-homonomy,1941-1965,المدرسة الوجودية
concepts,علاج النفور (تاريخي),Aversion Therapy (Historical),con-aversion-therapy,1955-1985,المعرفية السلوكية
concepts,علم النفس الأيورفيدي,Ayurvedic Psychology,con-ayurveda-psychology,,علم النفس الأيورفيدي/الهندي التقليدي
concepts,التنشيط السلوكي (مفهوم علاجي),Behavioral Activation (Concept),con-behavioral-activation,1970,المعرفية السلوكية
concepts,العلاج السلوكي للصرع,Behavioral Treatment of Epilepsy,con-behavioral-epilepsy,1970,العلاج السلوكي للصرع
concepts,الطب السلوكي والصحة السلوكية,Behavioral Medicine and Behavioral Health,con-behavioral-medicine,1977,المعرفية السلوكية
concepts,النظرية البيولوجية-الاجتماعية في DBT,Biosocial Theory in DBT,con-biosocial-dbt,1993,الموجة الثالثة
concepts,الوعي الأسود,Black Consciousness,con-black-consciousness,1978-1978,المدرسة الوجودية
concepts,التطهير الاندماجي (كاتارسيس مورينو),Catharsis of Integration,con-catharsis-integration,1921,السيكودراما والسوسيومتري
concepts,التحالف العلاجي مع chatbot,Chatbot Therapeutic Alliance,con-chatbot-therapeutic-alliance,2017,br-ai-chatbot-therapy
concepts,نظرية الاختيار (Choice Theory),Choice Theory (Glasser),con-choice-theory,,الإنسانية
concepts,الإشتراط الكلاسيكي (الإشراط البافلوفي),Classical Conditioning (Pavlovian Conditioning),con-classical-conditioning,1903,المعرفية السلوكية
concepts,اللامركزية المعرفية,Cognitive Decentering,con-cognitive-decentering,1995,الموجة الثالثة
concepts,التشوهات المعرفية,Cognitive Distortions,con-cognitive-distortion,1963,المعرفية السلوكية
concepts,الخريطة المعرفية,Cognitive Map,con-cognitive-map,1948,المعرفية السلوكية
concepts,علم النفس المجتمعي التحرري,Liberation Community Psychology,con-community-psychology,1965,علم النفس المجتمعي التحرري
concepts,اضطراب الكرب التالي للصدمة المعقد (C-PTSD),Complex Post-Traumatic Stress Disorder (C-PTSD),con-complex-ptsd,1992,العلاج المتمركز حول الصدمة
concepts,العقدة النفسية المركبة (Complex),The Psychological Complex,con-complex,1904,التحليل النفسي
concepts,شروط القبول والقيمة,Conditions of Worth,con-conditions-of-worth,,الإنسانية
concepts,الذات الكونفوشيوسية,Confucian Self,con-confucian-self,,علم النفس الكونفوشيوسي
concepts,الوعي النقدي (Conscientização),Conscientization (Conscientização),con-conscientization-paulo-freire,1967,علم نفس التحرير (Liberation Psychology)
concepts,ضرر العلاج بالتحويل,Harm of Conversion Therapy,con-conversion-therapy-harm,2009,العلاج بالتحويل (Conversion Therapy)
concepts,الانسداد الإبداعي,Creative Block,con-creative-block,1960,الفنون التعبيرية التعددية
concepts,العلاج النقدي-التحرري,Critical-Liberation Therapy,con-critical-liberation-therapy,1990,br-critical-liberation
concepts,التحليل النفسي العابر للثقافات,Cross-Cultural Psychoanalysis,con-cross-cultural-psychoanalysis,1980,التحليل النفسي العابر للثقافات
concepts,المركّب الثقافي والظلال الجمعية,The Cultural Complex,con-cultural-complex,2004,التحليل النفسي
concepts,التحليل النفسي الثقافي,Cultural Psychoanalysis,con-cultural-psychoanalysis,1970,التحليل النفسي الثقافي
concepts,اللاوعي الثقافي,The Cultural Unconscious,con-cultural-unconscious,1962,التحليل النفسي
concepts,تحليل الدازاين (Daseinsanalysis),Daseinsanalysis,con-dasein-analysis,,الإنسانية
concepts,استراتيجيات الصلاحية (Validation) في DBT,Validation Strategies in DBT,con-dbt-validation,1993,الموجة الثالثة
concepts,غريزة الموت والدافع التدميري للتحول,The Death Instinct and Destructive Transformation,con-death-instinct,1912,التحليل النفسي
concepts,الاستجابة العلائقية المشتقة,Derived Relational Responding (RR),con-derived-relational-responding,1985,المعرفية السلوكية
concepts,الجمعية الألمانية لعلم النفس التحليلي (DGAP),German Society for Analytical Psychology (DGAP),con-dgap,1964,التحليل النفسي
concepts,الامتناع الجدلي,Dialectical Abstinence,con-dialectical-abstinence,2003,الموجة الثالثة
concepts,الاستشارة التمييزية (Discernment Counseling),Discernment Counseling,con-discernment-counseling,2010,Discernment Counseling
concepts,الانفصال (Dissociation),Dissociation,con-dissociation,1880,العلاج المتمركز حول الصدمة
concepts,تفسير الأحلام والتضخيم الأركيتيبي,Dream Interpretation and Amplification,con-dream-interpretation,1955,التحليل النفسي
concepts,نظرية خفض الدافع,Drive Reduction Theory,con-drive-reduction,1943-1980,المعرفية السلوكية
concepts,العلاج الديناميكي للأزواج والأسرة,Dynamic Couple and Family Therapy,con-dynamic-couple-family,1978,العلاج الديناميكي للأزواج والأسرة
concepts,التحليل النفسي البيئي,Ecopsychoanalysis,con-ecopsychoanalysis,1990,التحليل النفسي البيئي (Ecopsychoanalysis)
concepts,اللحظة النشواتية وجماليات الأركيتيب,The Ecstatic Moment and Archetypal Aesthetics,con-ecstatic-moment,1978,التحليل النفسي
concepts,محور الأنا–الذات,Ego-Self Axis,con-ego-self,1949,التحليل النفسي
concepts,الأخلاق في التحليلية والممارسة السريرية,Ethics in Analytical Psychology,con-ethics,1995,التحليل النفسي
concepts,التحليل النفسي التطوري/النمائي,Evolutionary/Developmental Psychoanalysis,con-evolutionary-psychoanalysis,1985,التحليل النفسي النمائي/التطوري
concepts,التجنب التجريبي,Experiential Avoidance,con-experiential-avoidance,1996,الموجة الثالثة
concepts,التركيز التجريبي (Experiential Focusing),Experiential Focusing,con-experiential-focusing,,الإنسانية
concepts,التعود بالتعرض,Exposure Habituation,con-exposure-habituation,1958,المعرفية السلوكية
concepts,فشل التواصل المُسهَّل,Facilitated Communication (Failure of),con-facilitated-communication-failure,1990-2000,حركات مثيرة للجدل
concepts,علاج الأسر الرملية,Family Sandplay Therapy,con-family-sandplay,1990,علاج الأسر الرملية (Family Sandplay)
concepts,الإحساس الجسدي المُحسَّس (Felt Sense),Felt Sense,con-felt-sense,,الإنسانية
concepts,المبدأ الأنثوي وتجسيد الجسد,The Feminine Principle and BodySoul,con-feminine-principle,1982,التحليل النفسي
concepts,التحليل النفسي النسوي,Feminist Psychoanalysis,con-feminist-psychoanalysis,1974,التحليل النفسي النسوي
concepts,التدفق (Flow),Flow,con-flow-csikszentmihalyi,1975,br-performance-psychology
concepts,الشروط الأربعة الأساسية للتحليل الوجودي (لانغله),Four Fundamental Conditions (Längle's Existential Analysis),con-four-fundamentals-langle,,الإنسانية
concepts,المبادئ الأربعة للوظيفة الذهنية (أوغدن),Four Principles of Mental Functioning (Ogden),con-four-principles-ogden,,التحليل النفسي
concepts,الشخصية العاملة بكامل طاقتها (Fully Functioning Person),Fully Functioning Person,con-fully-functioning-person,,الإنسانية
concepts,السياقية الوظيفية,Functional Contextualism,con-functional-contextualism,1987,المعرفية السلوكية
concepts,أركيتيبات الإلهات والصور الداخلية,Goddess Archetypes in Women's Psychology,con-goddess,1981,التحليل النفسي
concepts,أسطورة الكأس المقدسة (الغرال),The Grail Legend,con-grail,1960,التحليل النفسي
